ID;Date;Value
0060012466;2012-09-26T02:00:00.0000000+02:00;139.32
0060012466;2012-09-27T02:00:00.0000000+02:00;139.37
0060012466;2012-09-28T02:00:00.0000000+02:00;138.95
0060012466;2012-10-01T02:00:00.0000000+02:00;140.72
0060012466;2012-10-02T02:00:00.0000000+02:00;140.91
0060012466;2012-10-03T02:00:00.0000000+02:00;140.09
0060012466;2012-10-04T02:00:00.0000000+02:00;140.23
0060012466;2012-10-05T02:00:00.0000000+02:00;141.71
0060012466;2012-10-08T02:00:00.0000000+02:00;141.34
0060012466;2012-10-09T02:00:00.0000000+02:00;139.85
0060012466;2012-10-10T02:00:00.0000000+02:00;138.90
0060012466;2012-10-11T02:00:00.0000000+02:00;139.22
0060012466;2012-10-12T02:00:00.0000000+02:00;138.02
0060012466;2012-10-15T02:00:00.0000000+02:00;138.36
0060012466;2012-10-16T02:00:00.0000000+02:00;140.26
0060012466;2012-10-17T02:00:00.0000000+02:00;139.97
0060012466;2012-10-18T02:00:00.0000000+02:00;140.35
0060012466;2012-10-19T02:00:00.0000000+02:00;140.25
0060012466;2012-10-22T02:00:00.0000000+02:00;140.03
0060012466;2012-10-23T02:00:00.0000000+02:00;138.60
0060012466;2012-10-24T02:00:00.0000000+02:00;138.59
0060012466;2012-10-25T02:00:00.0000000+02:00;140.03
0060012466;2012-10-26T02:00:00.0000000+02:00;139.49
0060012466;2012-10-29T01:00:00.0000000+01:00;139.28
0060012466;2012-10-30T01:00:00.0000000+01:00;138.61
0060012466;2012-10-31T01:00:00.0000000+01:00;137.53
0060012466;2012-11-01T01:00:00.0000000+01:00;138.80
